Champion,Talent,Card,Card Level,Winrate,Match Count,Confidence Interval -,Confidence Interval +
Octavia,Hell or High Water,Interdiction,2,41%,937,37%,45%
Octavia,Hell or High Water,Clean Shots,2,45%,237,36%,53%
Octavia,Hell or High Water,Snap To It,2,41%,631,36%,46%
Octavia,Hell or High Water,Tactical Fire,2,41%,456,35%,47%
Octavia,Hell or High Water,Dominant Dome,2,48%,85,34%,61%
Octavia,Hell or High Water,Fire and Maneuver,2,48%,72,34%,63%
Octavia,Hell or High Water,Entrenched,2,40%,519,34%,45%
Octavia,Hell or High Water,Air Supremacy,2,41%,163,31%,51%
Octavia,Hell or High Water,High Ground,2,39%,198,31%,48%
Octavia,Hell or High Water,Vantage Point,2,42%,101,30%,54%
Octavia,Hell or High Water,New Boots,2,38%,267,30%,46%
Octavia,Hell or High Water,Priority Requisition,2,43%,64,28%,58%
Octavia,Hell or High Water,Getting Jumpy,2,34%,240,26%,41%
Octavia,Hell or High Water,Overwhelming Force,2,35%,64,21%,50%
Octavia,Hell or High Water,Vicious Circle,2,32%,79,19%,46%
Octavia,Hell or High Water,Interdiction,1,47%,796,42%,51%
Octavia,Hell or High Water,Dominant Dome,1,52%,109,40%,64%
Octavia,Hell or High Water,Snap To It,1,44%,301,37%,52%
Octavia,Hell or High Water,Determined Defense,1,42%,433,36%,48%
Octavia,Hell or High Water,High Ground,1,39%,"1,655",36%,42%
Octavia,Hell or High Water,Clean Shots,1,44%,191,35%,53%
Octavia,Hell or High Water,Overwhelming Force,1,45%,132,34%,56%
Octavia,Hell or High Water,New Boots,1,42%,226,34%,50%
Octavia,Hell or High Water,Getting Jumpy,1,43%,120,31%,54%
Octavia,Hell or High Water,Vantage Point,1,41%,87,28%,54%
Octavia,Hell or High Water,Air Supremacy,1,38%,123,27%,49%
Octavia,Hell or High Water,Priority Requisition,1,40%,54,24%,57%
Octavia,Hell or High Water,Vicious Circle,1,40%,52,23%,56%
Octavia,Hell or High Water,Fire and Maneuver,1,37%,70,22%,51%
Octavia,Hell or High Water,Entrenched,1,35%,90,22%,48%
Octavia,Hell or High Water,Tactical Fire,1,28%,50,12%,43%
Pip,Catalyst,Acumen,5,53%,"1,239",50%,57%
Pip,Catalyst,Side Tanks,5,52%,"2,466",49%,55%
Pip,Catalyst,Escape Artist,5,55%,291,48%,63%
Pip,Catalyst,Moxie,5,51%,"2,108",48%,54%
Pip,Catalyst,Graviton,5,54%,330,47%,61%
Pip,Catalyst,Sturdy,5,52%,287,45%,60%
Pip,Catalyst,Pep in the Step,5,65%,26,43%,87%
Pip,Catalyst,Shrewd Move,5,48%,297,41%,56%
Pip,Catalyst,From Above,5,49%,201,40%,58%
Pip,Catalyst,Sprint,5,47%,176,38%,57%
Pip,Catalyst,Refreshing Jog,5,50%,87,37%,63%
Pip,Catalyst,Acrobat's Trick,5,49%,53,32%,65%
Pip,Catalyst,Reload,5,36%,241,29%,44%
Pip,Catalyst,Medicinal Excellence,5,43%,72,28%,57%
Pip,Catalyst,Smithereens,5,47%,19,21%,72%
Pip,Catalyst,Gift-Giver,5,21%,23,1%,42%
Pip,Catalyst,Refreshing Jog,4,57%,371,51%,64%
Pip,Catalyst,Side Tanks,4,53%,"1,765",50%,56%
Pip,Catalyst,Moxie,4,54%,631,49%,59%
Pip,Catalyst,Acumen,4,52%,"1,482",49%,56%
Pip,Catalyst,Graviton,4,52%,897,48%,57%
Pip,Catalyst,Shrewd Move,4,47%,456,41%,53%
Pip,Catalyst,Sprint,4,49%,200,40%,57%
Pip,Catalyst,From Above,4,48%,259,40%,56%
Pip,Catalyst,Sturdy,4,50%,87,37%,63%
Pip,Catalyst,Smithereens,4,53%,49,35%,70%
Pip,Catalyst,Escape Artist,4,44%,201,35%,53%
Pip,Catalyst,Reload,4,43%,243,35%,51%
Pip,Catalyst,Acrobat's Trick,4,37%,186,28%,46%
Pip,Catalyst,Gift-Giver,4,41%,58,25%,57%
Pip,Catalyst,Medicinal Excellence,4,34%,160,24%,43%
Pip,Catalyst,Pep in the Step,4,40%,5,2%,77%
Pip,Catalyst,Acumen,3,50%,"1,896",47%,53%
Pip,Catalyst,Smithereens,3,51%,567,45%,56%
Pip,Catalyst,Escape Artist,3,51%,409,45%,57%
Pip,Catalyst,Shrewd Move,3,50%,845,45%,54%
Pip,Catalyst,From Above,3,53%,189,44%,62%
Pip,Catalyst,Refreshing Jog,3,50%,533,44%,55%
Pip,Catalyst,Side Tanks,3,47%,"1,303",43%,50%
Pip,Catalyst,Sprint,3,49%,383,42%,55%
Pip,Catalyst,Reload,3,50%,220,41%,59%
Pip,Catalyst,Graviton,3,48%,352,41%,54%
Pip,Catalyst,Moxie,3,46%,501,41%,52%
Pip,Catalyst,Acrobat's Trick,3,45%,257,38%,53%
Pip,Catalyst,Sturdy,3,46%,172,36%,56%
Pip,Catalyst,Gift-Giver,3,40%,337,33%,46%
Pip,Catalyst,Medicinal Excellence,3,37%,211,29%,46%
Pip,Catalyst,Pep in the Step,3,36%,25,13%,58%
Pip,Catalyst,Shrewd Move,2,54%,646,49%,59%
Pip,Catalyst,Acumen,2,52%,839,47%,56%
Pip,Catalyst,Smithereens,2,50%,"2,566",47%,52%
Pip,Catalyst,Moxie,2,51%,360,44%,57%
Pip,Catalyst,Graviton,2,49%,470,43%,55%
Pip,Catalyst,Sprint,2,48%,623,43%,53%
Pip,Catalyst,Refreshing Jog,2,49%,336,42%,56%
Pip,Catalyst,Sturdy,2,50%,211,41%,59%
Pip,Catalyst,Gift-Giver,2,50%,206,41%,59%
Pip,Catalyst,Escape Artist,2,45%,908,41%,50%
Pip,Catalyst,From Above,2,48%,281,40%,55%
Pip,Catalyst,Side Tanks,2,46%,316,39%,53%
Pip,Catalyst,Acrobat's Trick,2,46%,198,37%,55%
Pip,Catalyst,Medicinal Excellence,2,46%,71,31%,61%
Pip,Catalyst,Reload,2,43%,107,31%,55%
Pip,Catalyst,Pep in the Step,2,33%,18,8%,58%
Pip,Catalyst,Sturdy,1,59%,420,53%,65%
Pip,Catalyst,Smithereens,1,54%,"2,469",51%,57%
Pip,Catalyst,Gift-Giver,1,58%,317,50%,65%
Pip,Catalyst,Shrewd Move,1,54%,417,47%,60%
Pip,Catalyst,Sprint,1,50%,875,46%,55%
Pip,Catalyst,Escape Artist,1,53%,240,45%,61%
Pip,Catalyst,Acrobat's Trick,1,52%,369,45%,58%
Pip,Catalyst,Acumen,1,51%,343,44%,58%
Pip,Catalyst,Graviton,1,50%,477,44%,56%
Pip,Catalyst,Refreshing Jog,1,46%,503,41%,52%
Pip,Catalyst,Moxie,1,48%,237,40%,57%
Pip,Catalyst,From Above,1,47%,340,40%,54%
Pip,Catalyst,Side Tanks,1,49%,171,39%,58%
Pip,Catalyst,Reload,1,48%,82,35%,62%
Pip,Catalyst,Medicinal Excellence,1,41%,73,26%,55%
Pip,Catalyst,Pep in the Step,1,46%,30,25%,67%
Pip,Combat Medic,Medicinal Excellence,5,50%,"1,650",46%,53%
Pip,Combat Medic,Reload,5,48%,"2,740",46%,50%
Pip,Combat Medic,Pep in the Step,5,48%,364,41%,54%
Pip,Combat Medic,Acrobat's Trick,5,44%,376,38%,51%
Pip,Combat Medic,Gift-Giver,5,45%,185,36%,54%
Pip,Combat Medic,Side Tanks,5,47%,88,34%,60%
Pip,Combat Medic,Refreshing Jog,5,43%,85,30%,56%
Pip,Combat Medic,Shrewd Move,5,41%,122,30%,53%
Pip,Combat Medic,Escape Artist,5,48%,39,29%,67%
Pip,Combat Medic,Moxie,5,39%,98,27%,52%
Pip,Combat Medic,From Above,5,45%,40,26%,63%
Pip,Combat Medic,Sturdy,5,38%,81,24%,51%
Pip,Combat Medic,Graviton,5,43%,30,22%,64%
Pip,Combat Medic,Acumen,5,39%,33,19%,59%
Pip,Combat Medic,Smithereens,5,35%,20,10%,59%
Pip,Combat Medic,Sprint,5,35%,14,8%,63%
Pip,Combat Medic,Medicinal Excellence,4,47%,"1,556",44%,51%
Pip,Combat Medic,Gift-Giver,4,49%,463,43%,55%
Pip,Combat Medic,Pep in the Step,4,49%,364,42%,56%
Pip,Combat Medic,Reload,4,45%,"2,612",42%,47%
Pip,Combat Medic,Acrobat's Trick,4,41%,"1,549",38%,44%
Pip,Combat Medic,Shrewd Move,4,46%,169,36%,55%
Pip,Combat Medic,Refreshing Jog,4,45%,158,35%,55%
Pip,Combat Medic,Escape Artist,4,50%,58,33%,66%
Pip,Combat Medic,Graviton,4,48%,50,30%,65%
Pip,Combat Medic,Side Tanks,4,45%,64,30%,60%
Pip,Combat Medic,Moxie,4,46%,49,29%,64%
Pip,Combat Medic,Sturdy,4,41%,77,27%,55%
Pip,Combat Medic,Acumen,4,41%,60,26%,57%
Pip,Combat Medic,From Above,4,40%,32,20%,61%
Pip,Combat Medic,Sprint,4,34%,43,17%,52%
Pip,Combat Medic,Smithereens,4,36%,30,16%,57%
Pip,Combat Medic,Gift-Giver,3,48%,"1,794",45%,51%
Pip,Combat Medic,Acrobat's Trick,3,50%,490,44%,56%
Pip,Combat Medic,Shrewd Move,3,48%,484,42%,53%
Pip,Combat Medic,Pep in the Step,3,47%,340,40%,54%
Pip,Combat Medic,Reload,3,45%,618,40%,50%
Pip,Combat Medic,Medicinal Excellence,3,42%,"2,212",40%,45%
Pip,Combat Medic,Sprint,3,51%,94,38%,63%
Pip,Combat Medic,Moxie,3,48%,158,38%,58%
Pip,Combat Medic,Refreshing Jog,3,42%,"1,423",38%,45%
Pip,Combat Medic,Escape Artist,3,47%,189,37%,56%
Pip,Combat Medic,From Above,3,50%,86,36%,63%
Pip,Combat Medic,Graviton,3,52%,46,34%,69%
Pip,Combat Medic,Acumen,3,43%,165,33%,52%
Pip,Combat Medic,Side Tanks,3,43%,133,32%,54%
Pip,Combat Medic,Sturdy,3,42%,155,32%,52%
Pip,Combat Medic,Smithereens,3,41%,156,31%,50%
Pip,Combat Medic,Shrewd Move,2,51%,359,44%,58%
Pip,Combat Medic,From Above,2,51%,170,42%,61%
Pip,Combat Medic,Acrobat's Trick,2,49%,345,42%,56%
Pip,Combat Medic,Medicinal Excellence,2,48%,411,42%,55%
Pip,Combat Medic,Gift-Giver,2,46%,938,42%,51%
Pip,Combat Medic,Smithereens,2,47%,332,40%,54%
Pip,Combat Medic,Sprint,2,44%,530,39%,50%
Pip,Combat Medic,Refreshing Jog,2,43%,414,37%,50%
Pip,Combat Medic,Graviton,2,48%,96,36%,61%
Pip,Combat Medic,Moxie,2,44%,168,34%,54%
Pip,Combat Medic,Pep in the Step,2,41%,229,32%,49%
Pip,Combat Medic,Reload,2,41%,162,32%,51%
Pip,Combat Medic,Escape Artist,2,39%,185,30%,48%
Pip,Combat Medic,Acumen,2,40%,124,29%,51%
Pip,Combat Medic,Sturdy,2,41%,68,26%,55%
Pip,Combat Medic,Side Tanks,2,33%,71,19%,47%
Pip,Combat Medic,Shrewd Move,1,51%,721,46%,55%
Pip,Combat Medic,Smithereens,1,50%,869,45%,54%
Pip,Combat Medic,Sprint,1,50%,631,45%,55%
Pip,Combat Medic,Pep in the Step,1,51%,342,44%,58%
Pip,Combat Medic,Gift-Giver,1,47%,"1,036",43%,51%
Pip,Combat Medic,Moxie,1,48%,466,42%,54%
Pip,Combat Medic,Acrobat's Trick,1,48%,335,41%,55%
Pip,Combat Medic,Escape Artist,1,47%,249,39%,55%
Pip,Combat Medic,Side Tanks,1,51%,95,38%,64%
Pip,Combat Medic,Acumen,1,49%,123,38%,60%
Pip,Combat Medic,Refreshing Jog,1,43%,589,38%,48%
Pip,Combat Medic,From Above,1,42%,"1,304",38%,45%
Pip,Combat Medic,Medicinal Excellence,1,45%,238,37%,53%
Pip,Combat Medic,Reload,1,50%,71,36%,65%
Pip,Combat Medic,Sturdy,1,41%,155,31%,51%
Pip,Combat Medic,Graviton,1,36%,107,24%,48%
Pip,Mega Potion,Medicinal Excellence,5,50%,"1,565",46%,53%
Pip,Mega Potion,Reload,5,46%,"3,460",44%,48%
Pip,Mega Potion,Acrobat's Trick,5,47%,395,40%,53%
Pip,Mega Potion,Pep in the Step,5,51%,110,39%,63%
Pip,Mega Potion,Sturdy,5,57%,28,35%,78%
Pip,Mega Potion,Acumen,5,55%,36,35%,75%
Pip,Mega Potion,Side Tanks,5,51%,60,35%,67%
Pip,Mega Potion,Moxie,5,40%,112,28%,51%
Pip,Mega Potion,Graviton,5,54%,11,23%,85%
Pip,Mega Potion,Gift-Giver,5,35%,107,23%,47%
Pip,Mega Potion,Refreshing Jog,5,41%,24,18%,64%
Pip,Mega Potion,Shrewd Move,5,31%,67,17%,45%
Pip,Mega Potion,From Above,5,26%,15,1%,52%
Pip,Mega Potion,Sprint,5,27%,11,0%,55%
Pip,Mega Potion,Escape Artist,5,18%,16,0%,41%
Pip,Mega Potion,Smithereens,5,0%,1,0%,43%
Pip,Mega Potion,Medicinal Excellence,4,44%,"2,374",42%,47%
Pip,Mega Potion,Shrewd Move,4,50%,214,41%,58%
Pip,Mega Potion,Reload,4,44%,"1,498",41%,48%
Pip,Mega Potion,Pep in the Step,4,52%,107,40%,64%
Pip,Mega Potion,Gift-Giver,4,46%,178,37%,56%
Pip,Mega Potion,Acrobat's Trick,4,42%,875,37%,46%
Pip,Mega Potion,Moxie,4,44%,36,24%,64%
Pip,Mega Potion,Side Tanks,4,41%,39,22%,59%
Pip,Mega Potion,Acumen,4,40%,42,22%,58%
Pip,Mega Potion,Refreshing Jog,4,40%,40,21%,58%
Pip,Mega Potion,Sprint,4,40%,20,15%,64%
Pip,Mega Potion,From Above,4,42%,14,14%,71%
Pip,Mega Potion,Sturdy,4,41%,17,14%,67%
Pip,Mega Potion,Escape Artist,4,36%,19,12%,61%
Pip,Mega Potion,Graviton,4,28%,25,6%,49%
Pip,Mega Potion,Smithereens,4,12%,8,0%,40%
Pip,Mega Potion,Gift-Giver,3,45%,"2,308",42%,47%
Pip,Mega Potion,Acrobat's Trick,3,48%,398,41%,54%
Pip,Mega Potion,Shrewd Move,3,48%,337,41%,55%
Pip,Mega Potion,Reload,3,45%,349,39%,52%
Pip,Mega Potion,Pep in the Step,3,48%,178,38%,57%
Pip,Mega Potion,Medicinal Excellence,3,41%,"1,148",38%,45%
Pip,Mega Potion,Moxie,3,50%,88,36%,63%
Pip,Mega Potion,Escape Artist,3,45%,98,33%,58%
Pip,Mega Potion,Side Tanks,3,41%,155,31%,51%
Pip,Mega Potion,Refreshing Jog,3,36%,576,31%,41%
Pip,Mega Potion,Acumen,3,37%,158,27%,47%
Pip,Mega Potion,Smithereens,3,41%,55,25%,58%
Pip,Mega Potion,Sprint,3,39%,74,25%,53%
Pip,Mega Potion,Graviton,3,41%,46,23%,58%
Pip,Mega Potion,Sturdy,3,33%,60,18%,48%
Pip,Mega Potion,From Above,3,31%,83,18%,44%
Pip,Mega Potion,Shrewd Move,2,52%,311,45%,59%
Pip,Mega Potion,Smithereens,2,50%,312,43%,57%
Pip,Mega Potion,Gift-Giver,2,47%,905,43%,51%
Pip,Mega Potion,Side Tanks,2,51%,129,40%,62%
Pip,Mega Potion,Moxie,2,49%,157,39%,59%
Pip,Mega Potion,Escape Artist,2,48%,183,39%,57%
Pip,Mega Potion,Sprint,2,42%,"1,483",38%,45%
Pip,Mega Potion,From Above,2,49%,93,36%,62%
Pip,Mega Potion,Medicinal Excellence,2,44%,195,35%,53%
Pip,Mega Potion,Refreshing Jog,2,42%,326,35%,49%
Pip,Mega Potion,Pep in the Step,2,42%,214,34%,51%
Pip,Mega Potion,Graviton,2,47%,61,31%,63%
Pip,Mega Potion,Reload,2,44%,90,31%,57%
Pip,Mega Potion,Acrobat's Trick,2,39%,206,30%,47%
Pip,Mega Potion,Acumen,2,43%,58,27%,58%
Pip,Mega Potion,Sturdy,2,36%,55,20%,52%
Pip,Mega Potion,Gift-Giver,1,51%,919,47%,56%
Pip,Mega Potion,Smithereens,1,51%,557,45%,56%
Pip,Mega Potion,Sprint,1,49%,520,43%,55%
Pip,Mega Potion,Shrewd Move,1,49%,510,43%,55%
Pip,Mega Potion,Moxie,1,48%,392,42%,54%
Pip,Mega Potion,Sturdy,1,50%,138,40%,61%
Pip,Mega Potion,Pep in the Step,1,47%,289,40%,55%
Pip,Mega Potion,Escape Artist,1,50%,123,39%,61%
Pip,Mega Potion,Refreshing Jog,1,42%,"1,671",39%,46%
Pip,Mega Potion,Acrobat's Trick,1,46%,247,38%,54%
Pip,Mega Potion,Medicinal Excellence,1,53%,62,37%,68%
Pip,Mega Potion,Acumen,1,47%,139,36%,58%
Pip,Mega Potion,From Above,1,37%,660,32%,42%
Pip,Mega Potion,Side Tanks,1,44%,72,30%,58%
Pip,Mega Potion,Graviton,1,42%,63,27%,58%
Pip,Mega Potion,Reload,1,35%,20,10%,59%
Pip,Mega Potion,,0,100%,5,71%,100%
Raum,Earthsplitter,Void Lord,5,51%,"2,005",48%,54%
Raum,Earthsplitter,Shattered Essence,5,50%,"6,118",48%,52%
Raum,Earthsplitter,Sinister Allies,5,49%,"9,658",48%,50%
Raum,Earthsplitter,Desperation,5,51%,802,47%,56%
Raum,Earthsplitter,Abyssal Connections,5,53%,333,46%,60%
Raum,Earthsplitter,Apocalypse,5,51%,637,46%,56%
Raum,Earthsplitter,Abhorrent Vista,5,50%,799,46%,55%
Raum,Earthsplitter,Harbinger,5,49%,"2,563",46%,51%
Raum,Earthsplitter,Triumphant Ascension,5,49%,"1,294",45%,53%
Raum,Earthsplitter,Hellish Lodestones,5,49%,"1,171",45%,53%
Raum,Earthsplitter,Subjugation,5,49%,742,44%,54%
Raum,Earthsplitter,War-torn Plains,5,49%,299,42%,56%
Raum,Earthsplitter,Tormented Fissure,5,48%,137,38%,59%
Raum,Earthsplitter,Infernal Reload,5,46%,154,35%,56%
Raum,Earthsplitter,Fanning the Flames,5,45%,57,29%,61%
Raum,Earthsplitter,Declaration of War,5,43%,46,25%,61%
Raum,Earthsplitter,Fanning the Flames,4,59%,220,50%,67%
Raum,Earthsplitter,Shattered Essence,4,51%,"2,444",48%,53%
Raum,Earthsplitter,Desperation,4,49%,"7,195",48%,51%
Raum,Earthsplitter,Sinister Allies,4,50%,"2,384",47%,53%
Raum,Earthsplitter,Void Lord,4,49%,"2,889",47%,52%
Raum,Earthsplitter,Apocalypse,4,50%,"1,132",46%,54%
Raum,Earthsplitter,Harbinger,4,49%,"1,464",46%,52%
Raum,Earthsplitter,Hellish Lodestones,4,47%,"2,105",45%,50%
Raum,Earthsplitter,Subjugation,4,50%,607,44%,55%
Raum,Earthsplitter,Triumphant Ascension,4,48%,"1,304",44%,51%
Raum,Earthsplitter,Abhorrent Vista,4,47%,"1,998",44%,50%
Raum,Earthsplitter,Tormented Fissure,4,51%,186,42%,60%
Raum,Earthsplitter,Abyssal Connections,4,49%,323,42%,56%
Raum,Earthsplitter,War-torn Plains,4,49%,187,40%,58%
Raum,Earthsplitter,Infernal Reload,4,44%,191,35%,53%
Raum,Earthsplitter,Declaration of War,4,49%,71,34%,63%
Raum,Earthsplitter,Hellish Lodestones,3,53%,"1,715",50%,56%
Raum,Earthsplitter,Void Lord,3,52%,"2,708",49%,54%
Raum,Earthsplitter,Shattered Essence,3,49%,"7,843",48%,51%
Raum,Earthsplitter,Fanning the Flames,3,52%,658,47%,57%
Raum,Earthsplitter,Sinister Allies,3,50%,"1,948",47%,52%
Raum,Earthsplitter,Desperation,3,49%,"1,972",46%,52%
Raum,Earthsplitter,Subjugation,3,49%,"1,191",45%,53%
Raum,Earthsplitter,Harbinger,3,49%,"1,044",45%,53%
Raum,Earthsplitter,Triumphant Ascension,3,48%,"2,065",45%,51%
Raum,Earthsplitter,Apocalypse,3,48%,"1,807",45%,51%
Raum,Earthsplitter,War-torn Plains,3,51%,394,44%,57%
Raum,Earthsplitter,Abyssal Connections,3,46%,"2,652",44%,49%
Raum,Earthsplitter,Abhorrent Vista,3,46%,763,42%,51%
Raum,Earthsplitter,Tormented Fissure,3,48%,349,41%,55%
Raum,Earthsplitter,Declaration of War,3,47%,392,40%,53%
Raum,Earthsplitter,Infernal Reload,3,46%,460,40%,52%
Raum,Earthsplitter,Void Lord,2,52%,"1,709",49%,55%
Raum,Earthsplitter,Sinister Allies,2,51%,"1,275",47%,54%
Raum,Earthsplitter,Desperation,2,50%,"1,747",47%,53%
Raum,Earthsplitter,Fanning the Flames,2,49%,"6,867",47%,50%
Raum,Earthsplitter,Apocalypse,2,49%,"2,422",47%,52%
Raum,Earthsplitter,Hellish Lodestones,2,50%,992,46%,54%
Raum,Earthsplitter,Shattered Essence,2,50%,899,46%,55%
Raum,Earthsplitter,Subjugation,2,49%,"1,818",46%,52%
Raum,Earthsplitter,Abhorrent Vista,2,50%,753,45%,55%
Raum,Earthsplitter,Harbinger,2,50%,657,45%,55%
Raum,Earthsplitter,Declaration of War,2,51%,331,44%,58%
Raum,Earthsplitter,Tormented Fissure,2,50%,418,44%,57%
Raum,Earthsplitter,Abyssal Connections,2,48%,"1,439",44%,51%
Raum,Earthsplitter,Triumphant Ascension,2,47%,"2,522",44%,50%
Raum,Earthsplitter,War-torn Plains,2,51%,261,43%,59%
Raum,Earthsplitter,Infernal Reload,2,46%,498,40%,52%
Raum,Earthsplitter,Harbinger,1,54%,705,50%,59%
Raum,Earthsplitter,Apocalypse,1,52%,"2,558",50%,55%
Raum,Earthsplitter,Triumphant Ascension,1,52%,"1,015",48%,56%
Raum,Earthsplitter,Desperation,1,51%,"1,919",48%,54%
Raum,Earthsplitter,Subjugation,1,49%,"7,966",48%,51%
Raum,Earthsplitter,Abyssal Connections,1,51%,"1,536",47%,54%
Raum,Earthsplitter,Shattered Essence,1,51%,"1,330",47%,54%
Raum,Earthsplitter,Hellish Lodestones,1,51%,947,46%,55%
Raum,Earthsplitter,Abhorrent Vista,1,51%,745,46%,55%
Raum,Earthsplitter,Sinister Allies,1,48%,"3,902",46%,50%
Raum,Earthsplitter,Void Lord,1,48%,"1,225",44%,52%
Raum,Earthsplitter,Tormented Fissure,1,48%,491,42%,54%
Raum,Earthsplitter,War-torn Plains,1,48%,457,42%,54%
Raum,Earthsplitter,Infernal Reload,1,47%,602,42%,52%
Raum,Earthsplitter,Fanning the Flames,1,46%,935,42%,50%
Raum,Earthsplitter,Declaration of War,1,46%,528,41%,52%
Raum,Enforcer,Harbinger,5,53%,"7,429",52%,55%
Raum,Enforcer,Fanning the Flames,5,58%,180,49%,68%
Raum,Enforcer,Subjugation,5,52%,"2,259",49%,54%
Raum,Enforcer,Void Lord,5,52%,"1,945",49%,54%
Raum,Enforcer,Shattered Essence,5,51%,"2,790",48%,53%
Raum,Enforcer,Apocalypse,5,51%,"1,109",47%,55%
Raum,Enforcer,Hellish Lodestones,5,50%,830,45%,54%
Raum,Enforcer,Triumphant Ascension,5,50%,288,42%,57%
Raum,Enforcer,Sinister Allies,5,46%,"1,627",42%,49%
Raum,Enforcer,Abhorrent Vista,5,47%,267,39%,55%
Raum,Enforcer,Abyssal Connections,5,54%,55,38%,70%
Raum,Enforcer,Desperation,5,47%,242,38%,55%
Raum,Enforcer,Infernal Reload,5,60%,23,37%,84%
Raum,Enforcer,Declaration of War,5,51%,76,37%,65%
Raum,Enforcer,War-torn Plains,5,46%,66,31%,62%
Raum,Enforcer,Tormented Fissure,5,46%,15,19%,74%
Raum,Enforcer,Subjugation,4,53%,"1,662",50%,56%
Raum,Enforcer,Sinister Allies,4,54%,759,49%,59%
Raum,Enforcer,Apocalypse,4,52%,"1,905",49%,55%
Raum,Enforcer,Shattered Essence,4,52%,"1,313",49%,56%
Raum,Enforcer,Void Lord,4,49%,"5,312",47%,51%
Raum,Enforcer,Harbinger,4,48%,"4,701",46%,50%
Raum,Enforcer,Triumphant Ascension,4,50%,554,44%,55%
Raum,Enforcer,Hellish Lodestones,4,46%,"3,631",44%,48%
Raum,Enforcer,Desperation,4,47%,"1,199",43%,50%
Raum,Enforcer,Tormented Fissure,4,57%,45,40%,75%
Raum,Enforcer,Fanning the Flames,4,52%,103,40%,64%
Raum,Enforcer,Abhorrent Vista,4,42%,972,38%,46%
Raum,Enforcer,Declaration of War,4,47%,48,30%,65%
Raum,Enforcer,Abyssal Connections,4,39%,129,28%,50%
Raum,Enforcer,War-torn Plains,4,41%,46,23%,58%
Raum,Enforcer,Infernal Reload,4,36%,41,18%,54%
Raum,Enforcer,Apocalypse,3,52%,"2,414",50%,55%
Raum,Enforcer,Harbinger,3,53%,808,49%,58%
Raum,Enforcer,Subjugation,3,51%,"2,886",49%,54%
Raum,Enforcer,Void Lord,3,51%,"2,061",48%,54%
Raum,Enforcer,Abhorrent Vista,3,53%,370,46%,60%
Raum,Enforcer,Hellish Lodestones,3,51%,625,46%,56%
Raum,Enforcer,Shattered Essence,3,49%,"1,859",46%,52%
Raum,Enforcer,Declaration of War,3,54%,198,45%,63%
Raum,Enforcer,Desperation,3,51%,599,45%,56%
Raum,Enforcer,Sinister Allies,3,49%,"1,048",45%,53%
Raum,Enforcer,Triumphant Ascension,3,47%,712,42%,52%
Raum,Enforcer,Fanning the Flames,3,47%,425,41%,53%
Raum,Enforcer,Abyssal Connections,3,43%,"1,105",39%,47%
Raum,Enforcer,Tormented Fissure,3,52%,74,38%,67%
Raum,Enforcer,Infernal Reload,3,48%,183,38%,57%
Raum,Enforcer,War-torn Plains,3,47%,117,35%,58%
Raum,Enforcer,Apocalypse,2,52%,"1,819",49%,55%
Raum,Enforcer,Hellish Lodestones,2,53%,596,48%,58%
Raum,Enforcer,Void Lord,2,51%,"1,147",47%,54%
Raum,Enforcer,Sinister Allies,2,50%,"1,284",47%,54%
Raum,Enforcer,Subjugation,2,48%,"4,382",46%,49%
Raum,Enforcer,Desperation,2,50%,575,45%,55%
Raum,Enforcer,Abhorrent Vista,2,52%,235,44%,61%
Raum,Enforcer,Abyssal Connections,2,51%,370,44%,57%
Raum,Enforcer,Fanning the Flames,2,47%,"1,404",44%,50%
Raum,Enforcer,Declaration of War,2,52%,201,43%,61%
Raum,Enforcer,Harbinger,2,48%,533,42%,53%
Raum,Enforcer,Shattered Essence,2,47%,674,42%,52%
Raum,Enforcer,Triumphant Ascension,2,44%,"1,248",41%,48%
Raum,Enforcer,Infernal Reload,2,51%,110,39%,63%
Raum,Enforcer,Tormented Fissure,2,50%,125,39%,61%
Raum,Enforcer,War-torn Plains,2,47%,95,34%,60%
Raum,Enforcer,Void Lord,1,53%,"1,477",50%,57%
Raum,Enforcer,Apocalypse,1,52%,"2,851",50%,54%
Raum,Enforcer,Subjugation,1,52%,"2,450",50%,55%
Raum,Enforcer,Hellish Lodestones,1,54%,825,49%,58%
Raum,Enforcer,Fanning the Flames,1,54%,686,49%,59%
Raum,Enforcer,Desperation,1,53%,"1,046",49%,57%
Raum,Enforcer,Abyssal Connections,1,54%,586,48%,59%
Raum,Enforcer,Shattered Essence,1,51%,"2,323",48%,53%
Raum,Enforcer,Triumphant Ascension,1,52%,567,47%,58%
Raum,Enforcer,Sinister Allies,1,48%,"7,872",47%,50%
Raum,Enforcer,Tormented Fissure,1,54%,283,46%,61%
Raum,Enforcer,Declaration of War,1,51%,942,46%,55%
Raum,Enforcer,Infernal Reload,1,52%,248,44%,60%
Raum,Enforcer,Harbinger,1,50%,368,44%,57%
Raum,Enforcer,Abhorrent Vista,1,50%,290,42%,57%
Raum,Enforcer,War-torn Plains,1,47%,198,38%,56%
Raum,Subservience,Void Lord,5,54%,455,48%,60%
Raum,Subservience,Apocalypse,5,56%,157,46%,66%
Raum,Subservience,Triumphant Ascension,5,53%,337,46%,60%
Raum,Subservience,Sinister Allies,5,50%,"1,015",46%,54%
Raum,Subservience,Shattered Essence,5,49%,"2,356",46%,51%
Raum,Subservience,Harbinger,5,51%,330,44%,58%
Raum,Subservience,Subjugation,5,56%,87,43%,69%
